ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010001768;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9626";"Département des Antiquités égyptiennes";;"non exposé";
cl010001769;"étiquette de momie en palette";;205;"E 9627";"Département des Antiquités égyptiennes";;"non exposé";
cl010001770;"étiquette de momie rectangulaire";;"200 / 299  (époque romaine)";"E 9633";"Département des Antiquités égyptiennes";;"non exposé";
cl010001771;"étiquette de momie en palette";;"200 / 299  (époque romaine)";"E 9634";"Département des Antiquités égyptiennes";;"non exposé";
cl010001772;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9635";"Département des Antiquités égyptiennes";;"non exposé";
cl010001773;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9636";"Département des Antiquités égyptiennes";;"non exposé";
cl010001774;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9638";"Département des Antiquités égyptiennes";;"non exposé";
cl010001775;"étiquette de momie à 1 anse";;"100 / 299  (époque romaine)";"E 9639";"Département des Antiquités égyptiennes";;"non exposé";
cl010001776;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9640";"Département des Antiquités égyptiennes";;"non exposé";
cl010001777;"étiquette de momie rectangulaire";;"100 / 299  (époque romaine)";"E 9641";"Département des Antiquités égyptiennes";;"non exposé";
cl010001778;"étiquette de momie à 1 anse";;"200 / 299  (époque romaine)";"E 9642";"Département des Antiquités égyptiennes";;"non exposé";
cl010001779;"étiquette de momie rectangulaire";;"200 / 299  (époque romaine)";"E 9643";"Département des Antiquités égyptiennes";;"non exposé";
cl010001780;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9587";"Département des Antiquités égyptiennes";;"non exposé";
cl010001781;"étiquette de momie en palette";;"100 / 299  (époque romaine)";"E 9588";"Département des Antiquités égyptiennes";;"non exposé";
cl010001782;"étiquette de momie rectangulaire";;"100 / 299  (époque romaine)";"E 9589";"Département des Antiquités égyptiennes";;"non exposé";
